"label","name","super_class","is_extendable","sys_updated_on"
"Rate Limit Rules","sys_rate_limit_rules","Application File","false","2020-09-13 06:20:51"
"Rate Limit Violations","sys_rate_limit_violations","","false","2020-09-13 06:20:51"
"Recipient Qualifier","sys_recipient_qualifier","Application File","false","2020-09-13 06:16:49"
"Record Transformer","sys_record_transformer","Application File","false","2020-09-13 06:54:31"
"Record Transformer Debug Trigger","sys_record_transformer_debug_trigger","Application File","true","2020-09-13 06:54:30"
"Out-Of-Band Record Transformer Rule","sys_record_transformer_out_of_band_rule","Application File","false","2020-09-13 06:54:29"
"Record Transformer Rule","sys_record_transformer_rule","Application File","true","2020-09-13 06:54:28"
"Record Transformer Rule Sequence","sys_record_transformer_rule_sequence","Application File","false","2020-09-13 06:54:29"
"Sys Relation","sys_relation","","false","2020-09-13 06:14:14"
"Relationship","sys_relationship","Application File","false","2020-09-13 06:14:31"
"Remote Application","sys_remote_app","","false","2020-09-13 06:50:47"
"Retrieved Update Set","sys_remote_update_set","","true","2020-09-13 06:19:34"
"Replicated Operation","sys_replication_queue","","false","2020-09-13 06:19:16"
"Replicated Operation","sys_replication_queue0","","false","2020-09-13 06:19:16"
"Replicated Operation","sys_replication_queue1","","false","2020-09-13 06:19:16"
"Replicated Operation","sys_replication_queue2","","false","2020-09-13 06:19:17"
"Replicated Operation","sys_replication_queue3","","false","2020-09-13 06:19:17"
"Replicated Operation","sys_replication_queue4","","false","2020-09-13 06:19:17"
"Replicated Operation","sys_replication_queue5","","false","2020-09-13 06:19:17"
"Replicated Operation","sys_replication_queue6","","false","2020-09-13 06:19:17"
"Replicated Operation","sys_replication_queue7","","false","2020-09-13 06:19:17"
"Report","sys_report","Application File","true","2020-09-13 06:15:21"
"Chart Colors","sys_report_chart_color","Application File","false","2020-09-13 06:15:23"
"Color Definition","sys_report_color","Application File","false","2020-09-13 06:15:23"
"Report Drillown","sys_report_drill","Report","false","2020-09-13 06:15:22"
"Report Field Alias","sys_report_field_alias","Application File","false","2020-09-13 06:15:21"
"Import Table","sys_report_import_table","","false","2020-09-13 06:15:23"
"Import Table Base","sys_report_import_table_parent","","false","2020-09-13 06:15:21"
"Import Table Users and Groups and Roles","sys_report_import_table_users_groups_roles","Application File","false","2020-09-13 06:15:24"
"Report Layer","sys_report_layer","Application File","false","2020-09-13 06:15:21"
"Report Maps","sys_report_map","","false","2020-09-13 06:15:23"
"Map condition","sys_report_map_condition","","false","2020-09-13 06:15:24"
"Map Source","sys_report_map_source","","false","2020-09-13 06:15:23"
"Mapping group","sys_report_map_source_mapping","","false","2020-09-13 06:15:24"
"Locations Mappings","sys_report_map_source_mappings","","false","2020-09-13 06:15:24"
"Report Map Types","sys_report_map_type","Application File","false","2020-09-13 06:15:23"
"Multilevel Pivot Rule","sys_report_mpivot_rule","Application File","false","2020-09-13 06:15:23"
"OLAP Cube View","sys_report_olap","Application File","false","2020-09-13 06:15:24"
"PDF Page Header Footer Template","sys_report_page_hdrftr","Application File","false","2020-09-13 06:40:14"
"Range","sys_report_range","Application File","false","2020-09-13 06:15:22"
"Report Source","sys_report_source","Application File","false","2020-09-13 06:15:23"
"Summary Set","sys_report_summary","","false","2020-09-13 06:20:48"
"Report Summary Line","sys_report_summary_line","","false","2020-09-13 06:20:48"
"Report Users and Groups","sys_report_users_groups","Application File","false","2020-09-13 06:15:21"
"Report Value Alias","sys_report_value_alias","Application File","false","2020-09-13 06:15:24"
"Source Control Branch","sys_repo_branch","","false","2020-09-13 06:19:36"
"Repository Configurations","sys_repo_config","","false","2020-09-13 06:19:36"
"Removed Application Files","sys_repo_removed_files","","false","2020-09-13 06:17:24"
"Source Control Stash","sys_repo_stash","Retrieved Update Set","false","2020-09-13 06:19:36"
"Source Control Tag","sys_repo_tag","","false","2020-09-13 06:19:36"
"Resolution Shaper Config","sys_resolutionshaper_config","Application File","false","2020-09-13 07:00:09"
"Restricted Caller Access Privilege","sys_restricted_caller_access","Application File","false","2020-09-13 07:01:46"
"REST Message","sys_rest_message","Application File","false","2020-09-13 06:16:18"
"HTTP Method","sys_rest_message_fn","Application File","false","2016-08-23 17:55:56"
"HTTP Headers","sys_rest_message_fn_headers","Application File","false","2020-09-13 06:16:17"
"Variable Substitutions","sys_rest_message_fn_parameters","Application File","false","2014-11-03 07:57:39"
"HTTP Query Parameters","sys_rest_message_fn_param_defs","Application File","false","2020-09-13 06:16:18"
"Test Runs","sys_rest_message_fn_test","","false","2020-09-13 06:16:17"
"HTTP Headers","sys_rest_message_headers","Application File","false","2020-09-13 06:16:17"
"Retry Policy","sys_retry_policy","Application File","false","2020-09-13 06:45:46"
"Robust Import Set Transformer","sys_robust_import_set_transformer","Application File","false","2020-09-13 06:18:13"
"Blacklisted Rollback Operation","sys_rollback_blacklisted","","false","2020-09-13 06:16:07"
"Sys Rollback Checksum","sys_rollback_checksum","","false","2020-09-13 06:16:08"
"Rollback Conflict","sys_rollback_conflict","","false","2020-09-13 06:16:08"
"Rollback Context","sys_rollback_context","","false","2020-09-13 06:16:07"
"Recorded Incremental Change","sys_rollback_incremental","","false","2020-09-13 06:16:08"
"Rollback Log","sys_rollback_log","Log Entry","false","2020-09-13 06:16:07"
"Rollback Log","sys_rollback_log0000","Log Entry","false","2020-09-13 06:44:15"
"Rollback Log","sys_rollback_log0001","Log Entry","false","2020-09-13 06:44:16"
"Rollback Log","sys_rollback_log0002","Log Entry","false","2020-09-13 06:44:17"
"Rollback Log","sys_rollback_log0003","Log Entry","false","2020-09-13 06:44:19"
"Rollback Log","sys_rollback_log0004","Log Entry","false","2020-09-13 06:44:20"
"Rollback Log","sys_rollback_log0005","Log Entry","false","2020-09-13 06:44:21"
"Rollback Log","sys_rollback_log0006","Log Entry","false","2020-09-13 06:44:23"
"Rollback Log","sys_rollback_log0007","Log Entry","false","2020-09-13 06:44:24"
"Execution History","sys_rollback_run","","false","2020-09-13 06:16:07"
"Recorded Schema Change","sys_rollback_schema_change","","false","2020-09-13 06:16:08"
"Schema Change Conflict","sys_rollback_schema_conflict","","false","2020-09-13 06:16:08"
"Rollback Sequence","sys_rollback_sequence","","false","2020-09-13 06:16:08"
"Robust Transform Definition","sys_rte_definition","Application File","true","2020-09-13 06:20:30"
"RTE Entity Concatenation Operation","sys_rte_eb_concat_operation","RTE Entity Operation","false","2020-09-13 06:20:31"
"RTE Entity Copy Operation","sys_rte_eb_copy_operation","RTE Entity Operation","false","2020-09-13 06:20:31"
"Robust Transform Engine Entity Based Definition","sys_rte_eb_definition","Robust Transform Definition","true","2020-09-13 06:20:32"
"RTE Entity","sys_rte_eb_entity","Application File","true","2020-09-13 06:20:32"
"RTE Entity Mapping","sys_rte_eb_entity_mapping","Application File","true","2020-09-13 06:20:31"
"ETL Definition","sys_rte_eb_etl_definition","Robust Transform Engine Entity Based Definition","true","2020-09-13 06:20:35"
"ETL Entity","sys_rte_eb_etl_entity","RTE Entity","true","2020-09-13 06:20:35"
"ETL Entity field","sys_rte_eb_etl_field","RTE Entity Field","true","2020-09-13 06:20:35"
"RTE Extract Numeric Operation","sys_rte_eb_extract_numeric_operation","RTE Entity Operation","false","2020-09-13 06:20:31"
"RTE Entity Field","sys_rte_eb_field","Application File","true","2020-09-13 06:20:30"
"RTE Field Mapping","sys_rte_eb_field_mapping","Application File","true","2020-09-13 06:20:31"
"RTE Glide Lookup Operation","sys_rte_eb_glide_lookup_operation","RTE Entity Operation","false","2020-09-13 06:20:32"
"RTE Entity Min/Max Operation","sys_rte_eb_min_max_operation","RTE Entity Operation","false","2020-09-13 06:20:31"
"RTE Entity Multiple Input Script Operation","sys_rte_eb_multi_in_script_operation","RTE Entity Operation","false","2020-09-13 06:20:30"
"RTE Entity Operation","sys_rte_eb_operation","Application File","true","2020-09-13 06:20:30"
"RTE Entity Operation Type","sys_rte_eb_operation_type","Application File","false","2020-09-13 06:20:30"
"RTE Entity Regular Expression Replace Operation","sys_rte_eb_regex_replace_operation","RTE Entity Operation","false","2020-09-13 06:20:30"
"RTE Entity Replace Operation","sys_rte_eb_replace_operation","RTE Entity Operation","false","2020-09-13 06:20:31"
"RTE Entity Round Numeric Operation","sys_rte_eb_round_numeric_operation","RTE Entity Operation","false","2020-09-13 06:20:31"
"RTE Entity Script Operation","sys_rte_eb_script_operation","RTE Entity Operation","false","2020-09-13 06:20:32"
"RTE Entity Set Operation","sys_rte_eb_set_operation","RTE Entity Operation","false","2020-09-13 06:20:32"
"RTE Entity Split Operation","sys_rte_eb_split_operation","RTE Entity Operation","false","2020-09-13 06:20:31"
"RTE Entity Template Operation","sys_rte_eb_template_operation","RTE Entity Operation","true","2020-09-13 06:20:31"
"RTE Entity Convert to Boolean Operation","sys_rte_eb_to_boolean_operation","RTE Entity Operation","false","2020-09-13 06:20:31"
"RTE Entity Convert to Date Operation","sys_rte_eb_to_date_operation","RTE Entity Operation","false","2020-09-13 06:20:32"
"RTE Entity Convert to Numeric Operation","sys_rte_eb_to_numeric_operation","RTE Entity Operation","false","2020-09-13 06:20:31"
"RTE Entity Trim Operation","sys_rte_eb_trim_operation","RTE Entity Operation","false","2020-09-13 06:20:32"
"RTE Entity Upper Case Operation","sys_rte_eb_upper_case_operation","RTE Entity Operation","false","2020-09-13 06:20:31"
"RTE Entity Upper Case Trim Operation","sys_rte_eb_upper_case_trim_operation","RTE Entity Operation","false","2020-09-13 06:20:32"
"RTE Stats","sys_rte_pattern","Slow Pattern","false","2020-09-13 06:20:30"
"RTE Transformer Service Definition","sys_rte_transformer_definition","Application File","false","2020-09-13 06:20:30"
"Responders","sys_rw_action","","true","2020-09-13 06:16:41"
"Channel Responders","sys_rw_amb_action","Responders","true","2020-09-13 06:16:41"
"GraphQL Channel Responders","sys_rw_amb_graphql_action","Channel Responders","false","2020-09-13 06:40:59"
"Record Watcher Debug Traces","sys_rw_trace","","false","2020-09-13 06:16:41"
"Dictionary Attribute","sys_schema_attribute","Application File","false","2020-09-13 06:14:18"
"Dictionary Attribute","sys_schema_attribute_m2m","","false","2020-09-13 06:14:17"
"Table Change","sys_schema_change","","false","2020-09-13 06:14:22"
"Application","sys_scope","Package","true","2020-09-13 06:14:11"
"Application Administration ACL Inheritance","sys_scoped_admin_acl_inheritance","Application File","false","2020-09-13 06:17:10"
"Design Access","sys_scope_design_access","Application File","false","2016-02-19 14:00:06"
"Scope Permission Set Role Assignment","sys_scope_permission_set_role_assignment","","false","2020-09-13 06:19:41"
"Cross scope privilege","sys_scope_privilege","Application File","false","2020-09-13 06:19:40"
"Scope Script Access","sys_scope_script_access","Application File","false","2020-09-13 06:14:43"
"Scope Table Access","sys_scope_table_access","Application File","false","2020-09-13 06:14:43"
"Business Rule","sys_script","Application File","false","2020-09-13 06:14:14"
"Scriptlet Function","sys_scriptlet_function","Application File","false","2020-09-13 06:20:38"
"Script Adapter Rule","sys_script_adapter_rule","Adapter Rule","false","2020-09-13 06:54:31"
"AJAX Script","sys_script_ajax","Application File","false","2020-09-13 06:14:14"
"Script Batch Adapter Rule","sys_script_batch_adapter_rule","Adapter Rule","false","2020-09-13 06:54:29"
"Client Script","sys_script_client","Application File","true","2020-09-13 06:14:15"
"Email Script","sys_script_email","Application File","false","2020-09-13 06:16:32"
"Script Execution History","sys_script_execution_history","","false","2020-09-13 06:20:05"
"Fix Script","sys_script_fix","Application File","false","2020-09-13 06:17:11"
"Script Include","sys_script_include","Application File","false","2020-09-13 06:14:15"
"Slow Scripts","sys_script_pattern","Slow Pattern","false","2020-09-13 06:40:19"
"Validation Script","sys_script_validator","Application File","false","2020-09-13 06:14:15"
"Remote Table","sys_script_vtable","Application File","false","2020-09-13 06:59:26"
"Search Context Configuration","sys_search_context_config","","false","2020-09-13 06:49:06"
"Search Event","sys_search_event","","false","2020-09-13 06:49:07"
"Search Result Clicked","sys_search_result_clicked","","false","2020-09-13 06:49:07"
"Search Result Event","sys_search_result_event","","false","2020-09-13 06:49:06"
"Search Result Event Action","sys_search_result_event_action","","false","2020-09-13 06:49:06"
"Search Source","sys_search_source","Application File","false","2020-09-13 06:49:06"
"Search Event per source","sys_search_source_event","","false","2020-09-13 06:49:06"
"Search Suggestion","sys_search_suggestion","","false","2020-09-13 06:49:09"
"Search Suggestion Blacklist","sys_search_suggestion_blacklist","","false","2020-09-13 06:49:10"
"Access Control","sys_security_acl","Application File","false","2020-09-13 06:15:10"
"Access Roles","sys_security_acl_role","Application File","false","2020-09-13 06:15:10"
"Object Operation","sys_security_obj_oper","Application File","false","2020-09-13 06:15:09"
"Operation","sys_security_operation","Application File","false","2020-09-13 06:15:10"
"Security Black/Whitelist Entities","sys_security_restricted_list","Application File","false","2020-09-13 06:15:09"
"Type","sys_security_type","Application File","false","2020-09-13 06:15:09"
"Semaphore","sys_semaphore","Application File","false","2020-09-13 06:16:03"
"Semaphore Set","sys_semaphore_set","Application File","false","2020-09-13 06:16:02"
"Service API","sys_service_api","Application File","false","2020-09-13 06:37:56"
"Service App Log","sys_service_app_log","","false","2020-09-13 06:17:24"
"Action parameters mapping","sys_sg_action_param_map","Application File","false","2020-09-13 06:20:20"
"Action Screen","sys_sg_action_screen","Applet","false","2020-09-13 06:20:21"
"Activity Stream Screen","sys_sg_activity_stream_screen","Applet","false","2020-09-13 06:20:22"
"Quick Actions Menu Map","sys_sg_alp_quick_action_map","Application File","false","2020-09-13 06:20:06"
"Applet Launcher","sys_sg_applet_launcher","Application File","false","2020-09-13 06:20:07"
"Header Title","sys_sg_applet_launcher_header","Application File","false","2020-09-13 06:20:08"
"Applet Launcher Sections","sys_sg_applet_launcher_m2m_section","Application File","false","2020-09-13 06:20:08"
"Applet Launcher Tab","sys_sg_applet_launcher_tab","Navigation Tab","false","2020-09-13 06:20:09"
"Applet Tab","sys_sg_applet_tab","Navigation Tab","false","2020-09-13 06:20:07"
"Badge Count","sys_sg_badge_count","Application File","false","2020-09-13 06:20:07"
"Browser Screen","sys_sg_browser_screen","Applet","false","2020-09-13 06:20:18"
"Function","sys_sg_button","Application File","true","2020-09-13 06:20:07"
"Chat Launcher Button","sys_sg_button_chat_launcher","Function","false","2020-09-13 06:20:19"
"Function instance","sys_sg_button_instance","Application File","false","2020-09-13 06:20:20"
"Function Instance carried param mapping","sys_sg_button_instance_carried_param_map","Application File","false","2020-09-13 06:20:20"
"Calendar screen","sys_sg_calendar_screen","Applet","false","2020-09-13 06:20:20"
"Chart","sys_sg_chart","Application File","false","2020-09-13 06:20:08"
"Chart screen","sys_sg_chart_screen","Applet","false","2020-09-13 06:20:20"
"Chart Section","sys_sg_chart_section","Mobile Section","false","2020-09-13 06:20:06"
"Client Theme","sys_sg_client_theme","Application File","false","2020-09-13 06:20:20"
"Content Section","sys_sg_content_section","Mobile Section","false","2020-09-13 06:20:07"
"Content Section M2M Item Stream Container","sys_sg_content_section_m2m_item_stream_container","Application File","false","2020-09-13 06:20:22"
"Data Item","sys_sg_data_item","Application File","true","2020-09-13 06:20:21"
"Details screen","sys_sg_details_screen","Applet","false","2020-09-13 06:20:16"
"Embedded screen parameter mapping","sys_sg_embedded_screen_map","Application File","false","2020-09-13 06:20:22"
"Filter","sys_sg_filter","Application File","false","2020-09-13 06:20:14"
"Filter Category","sys_sg_filter_category","Application File","false","2020-09-13 06:20:14"
"Filter Category M2M Filter Condition","sys_sg_filter_category_m2m_filter_condition","Application File","false","2020-09-13 06:20:14"
"Filter Condition","sys_sg_filter_condition","Application File","false","2020-09-13 06:20:14"
"Filter Condition Attribute","sys_sg_filter_condition_attribute","Application File","false","2020-09-13 06:20:14"
"Filter Condition Attribute Name","sys_sg_filter_condition_attribute_name","Application File","false","2020-09-13 06:20:15"
"Filter Condition Field","sys_sg_filter_condition_field","Application File","false","2020-09-13 06:20:14"
"Filter Condition M2M Filter Condition Attribute","sys_sg_filter_condition_m2m_filter_condition_attribute","Application File","false","2020-09-13 06:20:15"
"Filter Condition M2M Filter Condition Field","sys_sg_filter_condition_m2m_filter_condition_field","Application File","false","2020-09-13 06:20:15"
"Filter Condition Type","sys_sg_filter_condition_type","Application File","false","2020-09-13 06:20:14"
"Filter M2M Filter Category","sys_sg_filter_m2m_filter_category","Application File","false","2020-09-13 06:20:15"
"Form Screen","sys_sg_form_screen","Applet","false","2020-09-13 06:20:22"
"Form Screen Segment","sys_sg_form_segment","Application File","false","2020-09-13 06:20:18"
"Data Item Function","sys_sg_function","Application File","false","2020-09-13 06:20:19"
"Global Search Configuration","sys_sg_global_search","Application File","false","2020-09-13 06:20:18"
"Global Search M2M Master Item","sys_sg_global_search_m2m_master_item","Application File","false","2020-09-13 06:20:18"
"Grouped Input","sys_sg_grouped_input","Application File","false","2020-09-13 06:20:16"
"Icon","sys_sg_icon","Application File","false","2020-09-13 06:20:22"
"Icon Section","sys_sg_icon_section","Mobile Section","false","2020-09-13 06:20:08"
"Item Parameter","sys_sg_item_parameter","Application File","false","2020-09-13 06:20:19"
"Item Section","sys_sg_item_section","Mobile Section","false","2020-09-13 06:20:06"
"Item Stream","sys_sg_item_stream","Application File","true","2020-09-13 06:20:18"
"Item Streams Container","sys_sg_item_stream_container","Application File","false","2020-09-13 06:20:19"
"Item Stream Container M2M Item Stream","sys_sg_item_stream_container_m2m_item_stream","Application File","false","2020-09-13 06:20:18"
"Item Stream M2M Master Item","sys_sg_item_stream_m2m_master_item","Application File","false","2020-09-13 06:20:22"
"Item Stream M2M Segment","sys_sg_item_stream_m2m_segment","Application File","false","2020-09-13 06:20:16"
"Item Stream Segment","sys_sg_item_stream_segment","Application File","false","2020-09-13 06:20:21"
"Item view","sys_sg_item_view","Application File","false","2020-09-13 06:20:20"
"List screen","sys_sg_list_screen","Applet","false","2020-09-13 06:20:16"
"Location item stream","sys_sg_location_item_stream","Item Stream","false","2020-09-13 06:20:18"
"Map screen","sys_sg_map_screen","Applet","false","2020-09-13 06:20:19"
"Master Item","sys_sg_master_item","Application File","false","2020-09-13 06:20:21"
"Media Section","sys_sg_media_section","Mobile Section","false","2020-09-13 06:20:07"
"SG JSON response","sys_sg_mock_json_response","Application File","false","2020-09-13 06:20:18"
"Native Client","sys_sg_native_client","Application File","false","2020-09-13 06:20:07"
"Navigation","sys_sg_navigation","Application File","false","2020-09-13 06:20:08"
"Navigation Section","sys_sg_navigation_section","Mobile Section","false","2020-09-13 06:20:07"
"Navigation Section Destination","sys_sg_navigation_section_destination","Application File","true","2020-09-13 06:20:08"
"Navigation Section Destination Applet Launcher","sys_sg_navigation_section_destination_applet_launcher","Navigation Section Destination","false","2020-09-13 06:20:09"
"Navigation Section Destination Screen","sys_sg_navigation_section_destination_screen","Navigation Section Destination","false","2020-09-13 06:20:09"
"Navigation Section Destinations","sys_sg_navigation_section_m2m_destination","Application File","false","2020-09-13 06:20:09"
"Navigation Tab","sys_sg_navigation_tab","Application File","true","2020-09-13 06:20:06"
"Navigation Tab Map","sys_sg_navigation_tab_map","Application File","false","2020-09-13 06:20:08"
"Notifications Tab","sys_sg_notifications_tab","Navigation Tab","false","2020-09-13 06:20:07"
"Push Action","sys_sg_push_action","Application File","false","2020-09-13 06:20:13"
"Push Action Category","sys_sg_push_action_category","Application File","false","2020-09-13 06:20:13"
"Push Action Instance","sys_sg_push_action_instance","Application File","false","2020-09-13 06:20:13"
"Push Notification","sys_sg_push_notification","Application File","false","2020-09-13 06:20:13"
"Push Parameter Value","sys_sg_push_parameter_value","Application File","false","2020-09-13 06:20:13"
"Redirection destination fields","sys_sg_redirect_dest_field","Application File","false","2020-09-13 06:20:19"
"Related lists screen","sys_sg_related_lists_screen","Applet","false","2020-09-13 06:20:20"
"Related lists mapping","sys_sg_related_list_map","Application File","false","2020-09-13 06:20:22"
"Relationship Data Item","sys_sg_relationship_data_item","Data Item","false","2020-09-13 06:20:21"
"Request log","sys_sg_request_log","","false","2020-09-13 06:20:19"
"Applet","sys_sg_screen","Application File","true","2020-09-13 06:20:08"
"Screen fields","sys_sg_screen_field","Application File","false","2020-09-13 06:20:22"
"Screen fields button instances mapping","sys_sg_screen_field_button_instance_map","Application File","false","2020-09-13 06:20:21"
"Screen UI element mapping","sys_sg_screen_m2m_ui_element","Application File","false","2020-09-13 06:20:21"
"Screen parameters mapping","sys_sg_screen_param_map","Application File","false","2020-09-13 06:20:18"
"Screen Shortcut","sys_sg_screen_shortcut","Application File","false","2020-09-13 06:20:20"
"Search Screen","sys_sg_search_screen","Applet","false","2020-09-13 06:20:08"
"Mobile Section","sys_sg_section","Application File","true","2020-09-13 06:20:06"
"Settings Tab","sys_sg_settings_tab","Navigation Tab","false","2020-09-13 06:20:08"
"Source UI element mapping","sys_sg_source_ui_elements_mappings","Application File","false","2020-09-13 06:20:22"
"Theme Style","sys_sg_theme_style","Application File","false","2020-09-13 06:20:16"
"Time span item stream","sys_sg_time_span_item_stream","Item Stream","false","2020-09-13 06:20:21"
"UI element","sys_sg_ui_element","Application File","false","2020-09-13 06:20:19"
"UI parameter","sys_sg_ui_parameter","Application File","false","2020-09-13 06:20:20"
"Screen UI Policy","sys_sg_ui_policy","Application File","false","2020-09-13 06:20:18"
"UI Policy Rule","sys_sg_ui_policy_rule","Application File","false","2020-09-13 06:20:22"
"UI Style","sys_sg_ui_style","Application File","false","2020-09-13 06:20:19"
"Action item","sys_sg_write_back_action_item","Application File","false","2020-09-13 06:20:16"
"SOAP Message","sys_soap_message","Application File","false","2020-09-13 06:16:17"
"SOAP Message Function","sys_soap_message_function","Application File","false","2016-08-23 18:02:12"
"SOAP Message Import","sys_soap_message_import","","false","2020-09-13 06:16:18"
"Variable Substitutions","sys_soap_message_parameters","Application File","false","2014-11-03 08:18:36"
"SOAP Message Test","sys_soap_message_test","","false","2020-09-13 06:16:17"
"Soap Security Policy","sys_soap_security_policy","Application File","false","2013-02-21 11:00:29"
"Stacktraces","sys_stacktrace_pattern","Slow Pattern","false","2020-09-13 06:40:19"
"Staged Storage Column Alias","sys_stage_storage_alias","","false","2020-09-13 06:14:10"
"State Model","sys_state_model","Application File","false","2020-09-13 06:43:06"
"State Transition","sys_state_transition","Application File","false","2020-09-13 06:43:06"
"Component Status","sys_status","","false","2020-09-13 06:14:19"
"Storage Column Alias","sys_storage_alias","","false","2020-09-13 06:14:09"
"Storage Table Alias","sys_storage_table_alias","","false","2020-09-13 06:14:08"
"Store Application","sys_store_app","Application","false","2020-09-13 06:50:48"
"Index Suggestion Rule","sys_suggestion_rule","Application File","false","2020-09-13 06:20:03"
"Local Change","sys_sync_change","","false","2020-09-13 06:17:18"
"Exclusion Policy","sys_sync_exclude","","false","2020-09-13 06:17:18"
"Push or Pull","sys_sync_history","","false","2020-09-13 06:17:17"
"Review","sys_sync_history_review","","false","2020-09-13 06:17:18"
"Push or Pull Version","sys_sync_history_version","","false","2020-09-13 06:17:18"
"Instance Comparison","sys_sync_preview","","false","2020-09-13 06:17:18"
"Local Version Comparison","sys_sync_preview_local","","false","2020-09-13 06:17:17"
"Remote Version Comparison","sys_sync_preview_remote","","false","2020-09-13 06:17:18"
"Table Partition","sys_table_partition","","false","2020-09-13 06:14:10"
"Table Rotation Group","sys_table_rotation","","false","2020-09-13 06:19:15"
"Table Rotation Deferred Schema","sys_table_rotation_deferred_schema","","false","2020-09-13 06:19:15"
"Table Rotation Schedule","sys_table_rotation_schedule","","false","2020-09-13 06:19:15"
"Task Number Adapter Rule","sys_task_number_adapter_rule","Pattern Adapter Rule","false","2020-09-13 06:54:29"
"Template","sys_template","Application File","true","2020-09-13 06:14:18"
"Term Configuration","sys_term_config","","false","2020-09-13 06:40:17"
"Term Synchronization","sys_term_config_synchronization","","false","2020-09-13 06:40:17"
"Text Snippets","sys_text_snippet","","false","2020-09-13 06:18:49"
"Sys Time Dimension","sys_time_dimension","","false","2020-09-13 06:14:19"
"Time Zone Conversion Adapter Rule","sys_time_zone_conversion_adapter_rule","Adapter Rule","false","2020-09-13 06:54:30"
"Tiny URL","sys_tiny_url","","false","2020-09-13 06:14:16"
"Tokenize Adapter Rule","sys_tokenize_adapter_rule","List Producing Adapter Rule","true","2020-09-13 06:54:29"
"Slow Transactions","sys_transaction_pattern","Slow Pattern","false","2020-09-13 06:40:20"
"Namespace","sys_transformer_namespace","Application File","false","2020-09-13 06:54:31"
"Transformer Rule Node","sys_transformer_rule_node","Record Transformer Rule","false","2020-09-13 06:54:31"
"Transformation Definition Categories","sys_transform_category","Application File","false","2020-09-13 06:54:34"
"Transform Definition Composition","sys_transform_composition","Application File","false","2020-09-13 06:54:34"
"Transform Definition","sys_transform_definition","Application File","false","2020-09-13 06:54:34"
"Field Map","sys_transform_entry","Application File","false","2020-09-13 06:18:13"
"Table Transform Map","sys_transform_map","Application File","false","2020-09-13 06:18:12"
"Transform Script","sys_transform_script","Application File","false","2020-09-13 06:18:13"
"Supported Types for Transformations","sys_transform_type","Application File","false","2020-09-13 06:54:34"
"Transform type parameters","sys_transform_type_parameter","Variables","false","2020-09-13 06:54:34"
"Translated Name / Field","sys_translated","Application File","false","2020-09-13 06:14:17"
"Translated Text","sys_translated_text","","false","2020-09-13 06:14:17"
"Sys Trend","sys_trend","","false","2020-09-13 06:14:19"
"Trend Jobs","sys_trend_jobs","","false","2020-09-13 06:14:17"
"Schedule Item","sys_trigger","","false","2020-09-13 06:14:46"
"Trigger Runner Mapping","sys_trigger_runner_mapping","","false","2020-09-13 06:54:21"
"Builder Component","sys_uib_toolbox_component","Application File","false","2020-09-13 06:43:13"
"UI Action","sys_ui_action","Application File","false","2020-09-13 06:14:32"
"UI Action Role","sys_ui_action_role","Application File","false","2020-09-13 06:14:33"
"UI View Action","sys_ui_action_view","Application File","false","2020-09-13 06:14:31"
"Form Annotation","sys_ui_annotation","","false","2020-09-13 06:15:11"
"Form Annotation Type","sys_ui_annotation_type","Application File","false","2020-09-13 06:15:11"
"Application Menu","sys_ui_application","Application File","false","2020-09-13 06:17:56"
"Base Theme","sys_ui_base_theme","Application File","false","2020-09-13 06:18:27"
"Bookmark","sys_ui_bookmark","","false","2020-09-13 06:17:51"
"Bookmark Group","sys_ui_bookmark_group","","false","2020-09-13 06:17:52"
"Form Chart","sys_ui_chart","","false","2020-09-13 06:15:24"
"Context Menu","sys_ui_context_menu","Application File","false","2020-09-13 06:16:28"
"Section Element","sys_ui_element","","false","2020-09-13 06:14:32"
"Required Form Field","sys_ui_element_required","","false","2020-09-13 06:14:33"
"UI Extension Instance","sys_ui_extension_instance","Application File","false","2020-09-13 06:40:26"
"UI Extension Point","sys_ui_extension_point","Application File","false","2020-09-13 06:40:26"
"Form","sys_ui_form","Application File","false","2020-09-13 06:14:31"
"UI Formatter","sys_ui_formatter","Application File","false","2020-09-13 06:14:32"
"Form Section","sys_ui_form_section","","false","2020-09-13 06:14:31"
"System Help","sys_ui_help","Application File","false","2020-09-13 06:17:55"
"Home Favorites","sys_ui_home_favorite","","false","2020-09-13 06:17:54"
"Home Section","sys_ui_home_section","","false","2020-09-13 06:17:54"
"Cascading Filter","sys_ui_hp_cascading_filter","Application File","false","2018-01-23 22:44:54"
"Target Tables","sys_ui_hp_cascading_filter_target_references","Application File","false","2018-01-24 00:36:25"
"Interactive Filter Date","sys_ui_hp_date","Application File","false","2015-09-01 04:45:07"
"Interactive Filter Group","sys_ui_hp_group","Application File","false","2015-09-01 04:45:26"
"Interactive Filter","sys_ui_hp_publisher","Application File","false","2015-09-01 04:44:18"
"Interactive Filter Reference","sys_ui_hp_reference","Application File","false","2015-09-01 04:46:25"
"List","sys_ui_list","Application File","false","2020-09-13 06:14:33"
"List Control","sys_ui_list_control","Application File","false","2020-09-13 06:14:33"
"Embedded List Control","sys_ui_list_control_embedded","Application File","false","2020-09-13 06:14:32"
"List Element","sys_ui_list_element","","false","2020-09-13 06:14:32"
"List Client Script","sys_ui_list_script_client","Application File","false","2020-09-13 06:16:28"
